beta__0,beta__1,beta__2,beta__3
-0.10219781240071926,-0.33642407975810884,1.1446879099309324,-0.3921910745143701
-0.10395123260337306,-0.28365436446814885,1.1015012797615191,-0.41517584945980573
-0.07380279768450293,-0.37678062385667066,1.201562650759774,-0.47361176355199086
-0.07604079220156988,-0.35989166595022776,1.2713283818063947,-0.4502376170886942
-0.10030809833547144,-0.3511195703656941,1.2476297994229908,-0.4585754595503489
-0.10370443806153347,-0.3301890684793654,1.243866018550521,-0.4529879310229783
-0.10683466542759727,-0.29765650362299867,1.098448526607634,-0.38520798767050984
-0.10273101281445665,-0.282752069119856,1.0932727061507534,-0.41616866840464317
-0.12457970289265582,-0.2740777406536732,1.2109432145014405,-0.513947029715291
-0.08786045919152756,-0.31474959223074056,1.2275212225086312,-0.49536864220405596
-0.1365100599225955,-0.2713994736849029,1.1293025527937888,-0.4418811440983662
-0.12374216131998844,-0.3382292373379031,1.205487993267052,-0.4466516286710855
-0.10814465582871191,-0.36657358127658285,1.1953039006376656,-0.4005627859231026
-0.09206380792838123,-0.40076929309452575,1.1973437510798532,-0.4063558774595989
-0.07290839392585959,-0.33301655920147977,1.2096383164094693,-0.4628591420095251
-0.11421761407029726,-0.316697726107976,1.2249614072728825,-0.4645407505689546
-0.1401685252816605,-0.278300247064227,1.1858216180369796,-0.43837725638709346
-0.11623495197633793,-0.291609316438047,1.1708408972770217,-0.43799693352508345
-0.12091105146863942,-0.3498954180339714,1.1727243757108385,-0.4051011399625315
-0.1070726604265196,-0.3425653753699416,1.1340042977096647,-0.383604485952664
-0.1070726604265196,-0.3425653753699416,1.1340042977096647,-0.383604485952664
-0.10006056248239824,-0.1954522413605024,1.0658236715361833,-0.4619078012890461
-0.11980961525157241,-0.18627426442696704,1.0165143470319276,-0.4293043298712957
-0.14046283393223188,-0.2495067207464435,1.0777537898675214,-0.4170377895640223
-0.11996949245289207,-0.2187392232892956,1.0339983124775776,-0.42441472260977975
-0.12675428270849776,-0.2881056936073408,1.1076208166922703,-0.3923421564658315
-0.1019556468084457,-0.19483319681341987,1.1616769091401538,-0.5564225117791869
-0.0637604779186086,-0.33849905616401255,1.2296934754855238,-0.4998179740859423
-0.09046726999250294,-0.33518771119945157,1.0961974926141111,-0.41193242972135624
-0.09901679706350962,-0.321049213431993,1.232225741834492,-0.5137279654228124
-0.10608535817912983,-0.3465510751023024,1.297557282224269,-0.49965496922872016
-0.1178803276204761,-0.33599504693536475,1.3064826624869663,-0.47890474480411926
-0.11567858397780675,-0.33421974682242067,1.2479784696647986,-0.4736311267228813
-0.09069534954121851,-0.2678771892659598,1.1002344042685144,-0.4366739369206346
-0.08422514183649021,-0.28278244143588405,1.0822976601301322,-0.4486234781621855
-0.13596966481043313,-0.23025180648730942,1.1104632191597785,-0.4794756351861952
-0.06583509680617486,-0.26793344551365506,1.1404946289526314,-0.49674696236573557
-0.09283577971202268,-0.37018370862309025,1.2192502612191343,-0.43211568306117437
-0.1333158359815669,-0.2449979052592511,1.1556455102527876,-0.4703470858552915
-0.13820233630280926,-0.358125176485751,1.1843658112842081,-0.3724948976707848
-0.14851160437060995,-0.2690209095893216,1.1998566179974122,-0.4929310372008076
-0.10015623532041011,-0.30585440241528233,1.1605044214477847,-0.4359127092675899
-0.10316069143925596,-0.3150646788925296,1.1465906786871531,-0.4430233938201152
-0.11154617318392161,-0.30170908016904485,1.114116359973464,-0.45705086817448104
-0.11288957482300309,-0.2837321928099227,1.1644515001780953,-0.45842799907743004
-0.10790132795531125,-0.29336536209306563,1.1765803629717881,-0.4639571633796012
-0.11179213555862207,-0.3861525227970434,1.2407132527130922,-0.42790621655754185
-0.09854229755995476,-0.24083730660839817,1.081096412360024,-0.46365394042943825
-0.1467766373601246,-0.2977613037234791,1.1186226593549622,-0.3899986235184839
-0.1470259658033622,-0.27818619407863426,1.0891759638456031,-0.3880196640925009
-0.08053738811192981,-0.31330452496911704,1.2501287920934283,-0.5342575494982206
-0.08197430367674344,-0.35973458776395606,1.3637021491961567,-0.5569103904848213
-0.06384499421919315,-0.20459082175715518,1.0121850110580242,-0.455402627143623
-0.15020722321985058,-0.35596248196727726,1.2676730758188752,-0.4477473475144907
-0.1659882407008363,-0.28323263706458424,1.2004402399823657,-0.44859543861158013
-0.16541144310644854,-0.2937465241790066,1.222989892767727,-0.4495825827935649
-0.15794110775910275,-0.1934443586904877,1.1749415026510066,-0.5202248193098686
-0.19388003078942867,-0.3202466328189717,1.2835301313448098,-0.4511652100960155
-0.16585683249386543,-0.2810010673442554,1.1518143110781505,-0.42539574835039545
-0.10392116442794888,-0.3483748336407174,1.1740781054399085,-0.4275747583876161
-0.10012255823520266,-0.2835576472468589,1.0383780322203273,-0.3874893407480798
-0.1358684275467965,-0.2295688828136665,1.1190480227863888,-0.48479868938545934
-0.1162301215316736,-0.37227033742543725,1.1780306169980164,-0.4156430803107736
-0.03703142293925695,-0.27239280481187295,1.1388421080474063,-0.46431272047417627
-0.05379172500839128,-0.3549668071961908,1.1945482826901628,-0.4157750710700597
-0.12153812567178068,-0.3648540057271555,1.150093184978436,-0.40836818458499663
-0.12477558856634009,-0.3168707243860727,1.1285056682627193,-0.3933802273257149
-0.12477558856634009,-0.3168707243860727,1.1285056682627193,-0.3933802273257149
-0.12637192638547298,-0.320795985088693,1.1512192875138998,-0.4167391373744832
-0.07113106639895611,-0.3315301302387647,1.1914599794567946,-0.4680953879216384
-0.09506293042120895,-0.2888653757461,1.1329867334342292,-0.44076593970117883
-0.07682666947827077,-0.1842586190699942,0.9568090232050882,-0.4338546064639906
-0.05539621739918585,-0.4565575949604961,1.2528754629921934,-0.4305300502882814
-0.047767712128761415,-0.4374870649838707,1.218437629187615,-0.43677919116809677
-0.14743548198950124,-0.3057076177243262,1.3122108676371178,-0.5058067304554535
-0.09104982000579095,-0.25950135071301733,1.1310668535342516,-0.44504572855510205
-0.1262511517393437,-0.3036633069001632,1.2209906608932495,-0.473927413340131
-0.14940199357239217,-0.3084367419267084,1.2348137833946031,-0.45127094015896263
-0.1487067408589856,-0.29348397752936956,1.1365905316998628,-0.4444734763259575
-0.08137045969615068,-0.3846852199285381,1.1161092563696795,-0.383205383857731
-0.0962999566598284,-0.37648984092499094,1.1260679908248898,-0.37064095178833373
-0.1470211377054508,-0.2252602878882105,1.1800753114328624,-0.506442779964566
-0.1417563186070719,-0.22314092249692694,1.2361445892975509,-0.5032907105464881
-0.14119354261847075,-0.3078278156363599,1.214426536558908,-0.5131315630259601
-0.15979715370445613,-0.319797147699686,1.2390126628248184,-0.49665895350859585
-0.14512161714100305,-0.3324325878355038,1.232061784094923,-0.4839371008093526
-0.10776453541789471,-0.40276255218809576,1.219228988407385,-0.38303761346413945
-0.0871054263481259,-0.29246394451968816,1.189904773145103,-0.4922366858090662
-0.06775035610164655,-0.35535313549155395,1.1585559756524162,-0.44454108908882434
-0.1421760649442014,-0.25219059968468305,1.146309430880156,-0.4398883022989219
-0.13687146347117515,-0.35178384885949016,1.2473826225581468,-0.4299716631479715
-0.13437086467177414,-0.14459925193753462,0.9891166579769077,-0.4625352693535013
-0.13437086467177414,-0.14459925193753462,0.9891166579769077,-0.4625352693535013
-0.10864610797739928,-0.4751815309297764,1.2932674456078637,-0.3945180037620486
-0.13472389773421586,-0.20596038866644473,1.0132753035817093,-0.42230029270304575
-0.13161371001908562,-0.19090615421376306,1.109058872175158,-0.4641475098794245
-0.17821943487097264,-0.35518829717149936,1.285998055089045,-0.44767985941634875
-0.17821943487097264,-0.35518829717149936,1.285998055089045,-0.44767985941634875
-0.18772531010279248,-0.2884657796800365,1.2305703297161257,-0.4435484823923817
-0.1297703635995619,-0.3315574588103798,1.1720299671214012,-0.4078354485433055
-0.1297703635995619,-0.3315574588103798,1.1720299671214012,-0.4078354485433055
-0.10513507090328016,-0.3147595063274321,1.145626884764063,-0.42245159265970883
-0.08562735106312908,-0.3528713917791344,1.1916780748780649,-0.4600496529208986
-0.09835777922707742,-0.40690136306389413,1.2696021852876378,-0.4519559294132848
-0.1296308494882982,-0.23372080554985203,1.0564911588812573,-0.4017722430804594
-0.12854849013575467,-0.2546594639963029,1.0654099653251297,-0.41446324436435905
-0.13609356511747003,-0.2667625923315541,1.1079467368419802,-0.44187310764769316
-0.12010745992988736,-0.3559617183163154,1.2338652294204926,-0.4394372085043367
-0.08384299042636764,-0.444232623819076,1.2741017348375294,-0.44436532905447357
-0.0731244367733451,-0.3239751520130284,1.2621594426184333,-0.5409412868150901
-0.07800138154063282,-0.39004188401214634,1.3253397166234826,-0.5473962553926689
-0.08042237185292249,-0.20811326899262655,1.1150791168962404,-0.5469653454164243
-0.13675640756995242,-0.3265839718282442,1.1660100413546592,-0.4043872906587008
-0.13633567202974084,-0.319581480093898,1.1481232061265094,-0.3985319381202561
-0.10451852051935524,-0.5102863290454884,1.3722828336120885,-0.39266067248520464
-0.04483355844342717,-0.40238312307544544,1.2046556628175704,-0.44170435953335113
-0.04169521322014315,-0.4554885647569165,1.2863774631791944,-0.4423906462388518
-0.06418460482418799,-0.4535184359947989,1.302760494550697,-0.46028067297103614
-0.06003639737484859,-0.3809781333195488,1.2364116527886637,-0.4558399996310214
-0.09177491320674316,-0.23327934408578938,1.148722206614218,-0.5165826931163252
-0.09378318868578366,-0.2231920133429451,1.1706416082509996,-0.5157273737787781
-0.07765199493494772,-0.3288716586121771,1.2299256071911726,-0.484981164629291
-0.13269916569457502,-0.26666770628186,1.1534690964605439,-0.4404770795661653
-0.11221441813159935,-0.3420670933708119,1.31977818464289,-0.5147781329921228
-0.11691171978220963,-0.2706831060867181,1.1967379006416021,-0.5195175554287722
-0.09995126202686876,-0.2309933780668825,1.1188219487646698,-0.5169576319484652
-0.09968320205441034,-0.3452798810441257,1.1480572358485854,-0.43303998756371836
-0.11228636528509678,-0.2702225890818357,1.1700017707274588,-0.4398145696864736
-0.11793673532600639,-0.3269950392637207,1.147878372118936,-0.445329186054027
-0.11927189271923963,-0.3250263624444363,1.1550018843111782,-0.434666430323215
-0.040025671469664195,-0.36054758641626866,1.1130345059309346,-0.4240047557898162
-0.18087904663498858,-0.2812000359986778,1.2394977422825462,-0.4614158987140255
-0.0368210508763981,-0.3605611282317835,1.2046278391950869,-0.4307475478182574
-0.08769934770267761,-0.3954775623353808,1.3464356200353538,-0.46984488255839046
-0.07977779912908148,-0.4755661555330572,1.2085877223770278,-0.35188652601386267
-0.06449310143787873,-0.24968019599020108,1.1583300805599852,-0.5156014880149435
-0.1956003024726576,-0.19916071009776226,1.1153000915681188,-0.4307672981265866
-0.07403292334575366,-0.27358189230966673,1.0414051641781759,-0.4221500611650619
-0.08554133338270112,-0.3529190210285699,1.1835461848928237,-0.42870203441343435
-0.12519297118587655,-0.24012075664153207,1.1454126705597623,-0.46857254527164893
-0.08018496989904904,-0.34383598888879635,1.2138049932354251,-0.44089586536321157
-0.1434915854530722,-0.25594917669177314,1.1934505892897096,-0.46521197563532557
-0.09089952684226468,-0.34567273983779034,1.1931978356161055,-0.4299987076370602
-0.11119931435029687,-0.4211554088816467,1.3214069167537896,-0.41477710433117393
-0.16572986425966754,-0.3330504730137005,1.21293264166855,-0.375238455563012
-0.16915776144504413,-0.3025283643435382,1.2105660078376548,-0.40758961979403874
-0.20586131451815468,-0.31444662228206083,1.1740133415638907,-0.3011030691859187
-0.14336438796847195,-0.4431224284172182,1.2427441001191468,-0.36711288626758465
-0.16683497330114952,-0.43388642144415823,1.3024749586182889,-0.3620744403053242
-0.16047111620735818,-0.34699076536725626,1.2473669331362434,-0.4276421353140263
-0.16047111620735818,-0.34699076536725626,1.2473669331362434,-0.4276421353140263
-0.04829906339295513,-0.2901532523848194,1.1244516303657044,-0.45667165454805797
-0.1766975605162388,-0.26783280511093366,1.2138929283955266,-0.4703606222564744
-0.07861712653178657,-0.3503521802277003,1.0959981240829253,-0.3743651315110373
-0.07861712653178657,-0.3503521802277003,1.0959981240829253,-0.3743651315110373
-0.1559096784312076,-0.23195533431651047,1.2015130881113947,-0.5000981124399092
-0.14048582396602285,-0.15927511037624822,1.0966447078049693,-0.5031131351414027
-0.13733722223146627,-0.1841110898460533,1.092325451441639,-0.5075143950236847
-0.10633697109371305,-0.27412762459077145,1.1931925966664831,-0.4977059718218545
-0.10778406543066103,-0.26552769519244895,1.1575904369205683,-0.48698989316454583
-0.11156137027568068,-0.26657587219722956,1.1496166029145078,-0.4729294973309773
-0.12896877594684078,-0.25104071849458187,1.157741259637204,-0.5048196718330078
-0.08856848267030495,-0.4303972850291724,1.2353960117140748,-0.4214897595277247
-0.07472892834122864,-0.34566215344113443,1.1096973598892206,-0.4073861593944516
-0.19402562127577375,-0.2223692189423867,1.1200672793768023,-0.4798516444984327
-0.1948554623032231,-0.22589289849783947,1.1206898830068137,-0.4770503835302087
-0.16212182599397282,-0.2818572415403175,1.1192651285226192,-0.43153271129962667
-0.14166320343221095,-0.27592956814863945,1.0738747538969886,-0.4056377977772029
-0.11617148341854942,-0.24250822644508963,1.1516465991787734,-0.5140956636829078
-0.08528342962007114,-0.29856421243780834,1.1460806936959773,-0.4773971383460144
-0.08470735462043431,-0.278407046674246,1.1834758513751533,-0.5128601022133215
-0.06637104036612727,-0.2567137413626198,1.1941004478397854,-0.5633116916534705
-0.04787439397053581,-0.2717166221048652,1.2354785982672234,-0.5521502905446843
-0.03134263185108337,-0.35949631168786517,1.204859621021545,-0.4822900784162556
-0.08706270502128159,-0.3441889619267384,1.2617117999977616,-0.5067147612877568
-0.09304500046393314,-0.2428012126455246,1.2113954540982448,-0.5541251960243583
-0.09550489689857396,-0.26874447079630037,1.2038449102495854,-0.5625078421652174
-0.09523109996260369,-0.27297291042488275,1.2158001246806027,-0.5736511419879029
-0.09293152572199792,-0.27765556830915666,1.2564919621929096,-0.5418470387077814
-0.07453590903936488,-0.31293536215524,1.196533688143164,-0.46143715999330553
-0.1140958169399991,-0.41475407170316075,1.2733180077668322,-0.42730819689791405
-0.11922016130586295,-0.21417480154918167,1.0823641072726433,-0.4876278089358208
-0.11803061088515757,-0.3018991592957149,1.1237930803951646,-0.3805522538834131
-0.1489888814070243,-0.29607425557026484,1.0489078714731184,-0.385040342254144
-0.10469880154498504,-0.3348482253068801,1.1172457610599145,-0.40668601048184483
-0.05080491933658634,-0.3385896657216605,1.1479544182603536,-0.40834736506104813
-0.1591654345973375,-0.2135846440051256,1.178146489586937,-0.4802063080746897
-0.1736600607852618,-0.2541168581312997,1.1779551183444523,-0.4966381243220608
-0.04804678561577782,-0.3664491355349321,1.167921753570216,-0.43103562634924397
-0.0848847137317648,-0.37047974481498885,1.2159602995575207,-0.4490966842669073
-0.08938284711059345,-0.3277787336228214,1.255291912959603,-0.5166885242476631
-0.08813344393166768,-0.2982679479864255,1.2413451203214878,-0.5419915659717492
-0.07296277509602389,-0.26790116346452614,1.2126061706633577,-0.5352240899002377
-0.07504232192857524,-0.3959098139881246,1.1844163295291636,-0.38232074672836064
-0.12582538229973506,-0.23417922938551297,1.1268460602281194,-0.523455529173111
-0.12247654307575566,-0.21722570495632765,1.1630532263504725,-0.5173898262993384
-0.1362452599114653,-0.2748080488900501,1.2353164959047698,-0.5162649304069569
-0.13694464327773373,-0.2246699019985721,1.10787264008923,-0.4801004603434027
-0.16920732282916714,-0.16278436631676035,1.1421358766331196,-0.5127182835290903
-0.10360649240306354,-0.44369958762801703,1.2467236072316001,-0.37214453170359624
-0.10360649240306354,-0.44369958762801703,1.2467236072316001,-0.37214453170359624
-0.14575526148162288,-0.1949034213801135,1.0851001205239832,-0.46881279234190953
-0.16330090499411512,-0.18802130686103125,1.107641503790319,-0.47696806904646644
-0.06624121142365043,-0.32296107935917895,1.178988334665553,-0.46158183867190533
-0.13811374684784924,-0.27040990888098765,1.1479310452392504,-0.4291308470014907
-0.1398940613711014,-0.26657483661324427,1.1336512536815593,-0.4380751868886127
-0.1398940613711014,-0.26657483661324427,1.1336512536815593,-0.4380751868886127
-0.12058887004188291,-0.3106500651618885,1.2221953648261867,-0.48067829775209736
-0.10296707893957587,-0.36765118087815113,1.291370276162918,-0.4916603223326591
-0.14222554657095085,-0.3793310530769693,1.2249839177262078,-0.3898905447832233
-0.1398668167835695,-0.34655339973838684,1.1910840479220914,-0.39730625019200655
-0.1565986594098881,-0.3498443768077062,1.0852969566462476,-0.3129873468234388
-0.09359304310000917,-0.28917257337976193,1.3331390595730994,-0.6151844783105713
-0.06446241318965619,-0.3330807905333907,1.2548730024543713,-0.5289864025215185
-0.15368044374766388,-0.21999963516324342,1.0778505971750474,-0.43572082542571117
-0.11839684056554026,-0.24587962607523178,1.180117300714313,-0.5349227980430019
-0.05991498085235107,-0.3695478697891378,1.1853818807079881,-0.4345126166448668
-0.17264927500787988,-0.24278790221076257,1.1302453291830437,-0.43819650110536934
-0.11971056683063926,-0.2665089188642528,1.1470673492729522,-0.5018051201712445
-0.17106933528155466,-0.3283925451990228,1.2223489949032504,-0.43106091906483296
-0.13647673898023205,-0.35141863887812325,1.2308282406913449,-0.44308419923624304
-0.06178339017306749,-0.31270816183896805,1.1368088074956504,-0.44170447143199043
-0.14133519622964658,-0.3012967911282926,1.1726993821190639,-0.4306531620773094
-0.0877220547294608,-0.2838567247637035,1.109627260437203,-0.45357109371617294
-0.06793327196865286,-0.36351683229532356,1.2314897234216502,-0.4661537512984916
-0.16925420956675266,-0.21736505078621898,1.1561164008603821,-0.46924877707117874
-0.07896423224716487,-0.2849175802207175,1.2268465134111495,-0.5468626068099945
-0.09790924378377144,-0.2880431921590045,1.2083811449395216,-0.5082189964096746
-0.16010336778603107,-0.3122970008416061,1.2730358172303917,-0.49744003304626105
-0.17640527487961807,-0.3027527176802958,1.1145663846689295,-0.3808052145149346
-0.17640527487961807,-0.3027527176802958,1.1145663846689295,-0.3808052145149346
-0.0708448476089198,-0.16700583569811212,1.0093674709904532,-0.49985540634678244
-0.1511159943388588,-0.3595165965853351,1.2660895455654215,-0.44287672455674276
-0.15000176665746437,-0.3759895985539674,1.2646455651961852,-0.46155100849177344
-0.16265990838234848,-0.3543538245769533,1.3008489279248736,-0.4066295301622669
-0.15200882995991158,-0.3713017717816353,1.2616538980698921,-0.4120984652078828
-0.050856637237187655,-0.3347593109869804,1.1871915065643557,-0.49592996249832993
-0.0603542311814383,-0.32988944686929356,1.1590913611313776,-0.4374206256090891
-0.11819773731571027,-0.31409796349116476,1.0674271033717215,-0.38536408263248456
-0.11596232744166603,-0.33349310128981796,1.094674760389179,-0.3476460536368107
-0.11691960630564403,-0.33546174477930124,1.1312814251992673,-0.3966251227097687
-0.11963834988041878,-0.346102301875256,1.0972782567148418,-0.35059944496442164
-0.08848221170855367,-0.35252432910926407,1.1360785398308,-0.4005504327658191
-0.0975922645822269,-0.30564761605728286,1.2271340974685179,-0.5063086192800914
-0.10154506770926776,-0.2935942292388099,1.2077943163624223,-0.509224480855168
-0.13748554139066246,-0.40082543997890574,1.261290807144136,-0.40070802313651077
-0.1311791528350384,-0.4241396544365735,1.2466691965004506,-0.35613121552340715
-0.0760575554104848,-0.39910421180686556,1.201652880787896,-0.3929578502551914
-0.11142963883983872,-0.43086534348047056,1.1458760858758035,-0.29234727600149785
-0.11829706701226408,-0.43260693961021596,1.138926514052667,-0.30972453784833404
-0.10127474133596542,-0.2127057636025206,1.062047178458479,-0.4884386958920281
-0.1294486187936195,-0.1890649024837995,1.0604144508148525,-0.4643982877347532
-0.13779745473299213,-0.1830909658071086,1.0461385982107356,-0.4680473395497699
-0.1537733359561161,-0.22498812900144402,1.1300343951048004,-0.4677016220374132
-0.08822767927781858,-0.391828280525211,1.1564177951916086,-0.41596441084518965
-0.13546798988863462,-0.18706827126735684,1.1244641387700072,-0.4733064364361587
-0.08695089525884725,-0.33454034080211187,1.162719528787518,-0.45885826990473944
-0.1282241790305266,-0.3684682062730299,1.180868109711217,-0.3588130504302946
-0.12738371382410518,-0.36976340830664733,1.1822140381416082,-0.35880813323952093
-0.1353849893488563,-0.21770811394994702,1.1914782883409083,-0.5638537495647897
-0.14233012554134056,-0.18148916011878186,1.2318805672346158,-0.5593243386257588
-0.14233012554134056,-0.18148916011878186,1.2318805672346158,-0.5593243386257588
-0.09716097941793304,-0.3128193871843592,0.9794960781122538,-0.2929558905471049
-0.07261391814627222,-0.34579715372785785,0.9853324624972943,-0.2978607089631229
-0.05622494426167329,-0.43277483855930676,1.1708051537677702,-0.355654792085719
-0.14441849295459966,-0.38004598879220747,1.2026033469736805,-0.36365217235550135
-0.11063210013649716,-0.3674422202333629,1.2260044071582572,-0.47191131145641924
-0.1658517122443938,-0.22271613344474794,1.0622383467762408,-0.441272975023007
-0.05892501184057279,-0.2616367392688874,1.160274902428049,-0.5005744589950301
-0.08776585385792417,-0.2580653750113554,1.12999969352012,-0.46753240225907305
-0.10927986856974382,-0.15220067303899415,1.107892352169604,-0.5669607294540591
-0.102803744167103,-0.2514606102750523,1.2101352521496538,-0.5170323652394448
-0.10923356165215341,-0.3404656624588591,1.163182227721975,-0.40262131348491914
-0.09153379935573776,-0.3219494150852727,1.2569762298588887,-0.5154125345110738
-0.1096916303862933,-0.24779788702906694,1.2224983454284937,-0.5341873879341679
-0.10770808685698081,-0.3109169428633006,1.0723221923249258,-0.36669518340744056
-0.11320176587560057,-0.30742033308266503,1.0744712237076508,-0.38232772542471616
-0.11320176587560057,-0.30742033308266503,1.0744712237076508,-0.38232772542471616
-0.09314130213767459,-0.43829887943253243,1.2946332603573318,-0.42344321512745486
-0.14128412224874942,-0.3622715642159569,1.2301748942906858,-0.41461653728957415
-0.11908470359622517,-0.28797439764526706,1.2429132594263281,-0.49236342789216847
-0.13710683324265344,-0.3919289732275082,1.269494496671337,-0.40191058082777203
-0.19122405877238044,-0.33575369444345754,1.3231010307232858,-0.44113874471361025
